DOID	Number_of_ancestors
DOID_0110343	10
DOID_3414	1
DOID_10046	1
DOID_6936	7
DOID_3417	9
DOID_3410	9
DOID_6931	12
DOID_3412	1
DOID_14014	1
DOID_3418	8
DOID_6939	10
DOID_1632	1
DOID_4544	1
DOID_0080069	9
DOID_4543	6
DOID_10043	1
DOID_4541	9
DOID_9540	6
DOID_9541	9
DOID_6212	6
DOID_9544	9
DOID_9545	1
DOID_14374	8
DOID_9547	9
DOID_13543	6
DOID_0110628	6
DOID_8239	11
DOID_8238	1
DOID_0050668	7
DOID_0050669	8
DOID_8231	1
DOID_8230	8
DOID_8233	11
DOID_0050667	7
DOID_0050660	7
DOID_0050661	11
DOID_0050662	11
DOID_0050663	10
DOID_1639	8
DOID_0110764	8
DOID_9728	1
DOID_9729	1
DOID_1930	7
DOID_9724	10
DOID_9726	8
DOID_9720	7
DOID_461	6
DOID_9722	8
DOID_9723	11
DOID_13549	11
DOID_0110765	8
DOID_7033	6
DOID_0060352	4
DOID_1936	9
DOID_12305	7
DOID_8542	1
DOID_11430	7
DOID_11431	7
DOID_11432	6
DOID_11433	1
DOID_11436	1
DOID_3005	1
DOID_0060054	7
DOID_0060055	7
DOID_0060056	5
DOID_0060505	9
DOID_0060050	7
DOID_0060051	7
DOID_0060500	7
DOID_0060501	7
DOID_4843	8
DOID_3003	8
DOID_4940	1
DOID_0060058	8
DOID_0060059	1
DOID_0060508	9
DOID_3002	6
DOID_12523	1
DOID_12522	9
DOID_12527	10
DOID_12526	9
DOID_12525	1
DOID_12524	10
DOID_12529	10
DOID_3000	1
DOID_11307	1
DOID_0110623	6
DOID_8820	1
DOID_0110760	9
DOID_0080146	12
DOID_0110785	8
DOID_2893	9
DOID_2892	10
DOID_2891	7
DOID_2890	1
DOID_0050876	8
DOID_0050695	9
DOID_11656	8
DOID_0110622	6
DOID_0050694	7
DOID_0110331	10
DOID_0080147	9
DOID_8826	6
DOID_2236	7
DOID_0050696	6
DOID_2235	7
DOID_0050699	7
DOID_2234	8
DOID_11299	6
DOID_8829	1
DOID_11294	7
DOID_2233	1
DOID_10983	5
DOID_7704	1
DOID_0110334	10
DOID_2765	1
DOID_4428	8
DOID_2767	1
DOID_2766	9
DOID_2761	1
DOID_2231	6
DOID_2763	9
DOID_2762	9
DOID_0110788	8
DOID_2230	1
DOID_2769	6
DOID_2768	7
DOID_0110789	8
DOID_4397	7
DOID_4394	7
DOID_10214	1
DOID_10213	1
DOID_10744	10
DOID_4390	1
DOID_10210	1
DOID_5117	6
DOID_4398	7
DOID_12870	1
DOID_344	1
DOID_5547	7
DOID_342	7
DOID_692	1
DOID_341	6
DOID_13942	9
DOID_6735	10
DOID_698	8
DOID_699	8
DOID_348	9
DOID_349	7
DOID_9194	1
DOID_2428	1
DOID_2426	6
DOID_2424	1
DOID_2425	8
DOID_4422	8
DOID_2421	1
DOID_1103	1
DOID_4648	11
DOID_9191	11
DOID_4644	8
DOID_4424	8
DOID_4647	11
DOID_4640	8
DOID_4641	1
DOID_4425	1
DOID_10980	1
DOID_1107	8
DOID_3384	1
DOID_3385	8
DOID_3381	10
DOID_3382	9
DOID_0090093	8
DOID_3388	7
DOID_3389	8
DOID_12753	9
DOID_2394	8
DOID_0090091	8
DOID_2392	8
DOID_9198	1
DOID_2399	1
DOID_0110704	7
DOID_10986	11
DOID_0110705	7
DOID_13767	6
DOID_7061	11
DOID_14669	9
DOID_4250	9
DOID_0110706	7
DOID_10965	9
DOID_10964	8
DOID_10967	9
DOID_10966	8
DOID_10961	1
DOID_10960	1
DOID_10963	9
DOID_10969	6
DOID_10968	9
DOID_528	9
DOID_529	10
DOID_13249	6
DOID_13248	6
DOID_5519	11
DOID_5518	8
DOID_5517	8
DOID_5516	9
DOID_520	7
DOID_5514	9
DOID_5513	7
DOID_13240	8
DOID_524	1
DOID_525	7
DOID_0050057	1
DOID_0050056	1
DOID_0110548	9
DOID_0050054	1
DOID_8006	9
DOID_0050052	7
DOID_0050051	7
DOID_0050050	7
DOID_0110542	9
DOID_0110543	9
DOID_8008	1
DOID_8009	9
DOID_0110546	9
DOID_0110547	9
DOID_0110544	9
DOID_0110545	9
DOID_0060890	9
DOID_7607	8
DOID_7601	1
DOID_7600	10
DOID_7603	12
DOID_0060891	10
DOID_7609	8
DOID_7608	7
DOID_0060325	8
DOID_0060894	9
DOID_0060323	6
DOID_7507	1
DOID_0110701	7
DOID_0111045	7
DOID_0060897	10
DOID_0080153	6
DOID_0050272	1
DOID_0050271	1
DOID_0050270	1
DOID_0050277	1
DOID_0050276	1
DOID_0050275	1
DOID_0080154	6
DOID_0080159	8
DOID_0080158	10
DOID_0110702	7
DOID_0110194	10
DOID_4353	10
DOID_0090071	8
DOID_0090070	7
DOID_0090073	8
DOID_0090072	8
DOID_0090075	8
DOID_0090074	8
DOID_0090077	8
DOID_0090076	8
DOID_0090079	8
DOID_0090078	8
DOID_833	7
DOID_835	1
DOID_0110190	10
DOID_0110703	7
DOID_0111169	5
DOID_0110506	9
DOID_1526	6
DOID_4007	8
DOID_6899	10
DOID_1525	7
DOID_4002	1
DOID_1523	10
DOID_4000	6
DOID_1521	9
DOID_6893	1
DOID_6897	1
DOID_4008	8
DOID_6894	1
DOID_0050589	6
DOID_0050588	10
DOID_0050585	7
DOID_0110507	9
DOID_0050587	5
DOID_0050586	1
DOID_0050581	9
DOID_0050580	7
DOID_0050583	1
DOID_0050582	1
DOID_0110968	10
DOID_0110969	10
DOID_9068	1
DOID_2958	1
DOID_2959	7
DOID_9063	6
DOID_0110961	9
DOID_9061	1
DOID_9060	6
DOID_9067	1
DOID_9066	1
DOID_9065	6
DOID_2951	8
DOID_14339	1
DOID_3603	9
DOID_3602	5
DOID_3605	7
DOID_3604	8
DOID_3607	11
DOID_3606	7
DOID_3609	10
DOID_3608	10
DOID_0050395	1
DOID_0060269	8
DOID_0060268	8
DOID_0060267	8
DOID_0060266	8
DOID_0060265	8
DOID_0060264	7
DOID_0060263	7
DOID_0060262	5
DOID_0060261	9
DOID_0060260	8
DOID_0070015	7
DOID_0070014	7
DOID_0070017	7
DOID_0070016	7
DOID_0070011	8
DOID_0070010	8
DOID_0070013	8
DOID_0070012	8
DOID_0070019	7
DOID_0070018	7
DOID_5359	1
DOID_5358	1
DOID_6268	1
DOID_5351	11
DOID_5350	12
DOID_5353	6
DOID_5355	1
DOID_5354	1
DOID_0110484	9
DOID_8331	8
DOID_0110503	9
DOID_7553	10
DOID_0110578	9
DOID_1912	1
DOID_12958	10
DOID_12959	9
DOID_12950	1
DOID_12951	1
DOID_0050076	1
DOID_0110501	9
DOID_7850	1
DOID_7851	9
DOID_7854	1
DOID_7855	1
DOID_11608	7
DOID_11607	1
DOID_11606	1
DOID_11604	1
DOID_11603	6
DOID_11350	1
DOID_11353	6
DOID_11352	1
DOID_10003	8
DOID_10000	1
DOID_10006	1
DOID_10007	1
DOID_14057	1
DOID_14056	1
DOID_10554	6
DOID_10555	1
DOID_10008	1
DOID_10557	1
DOID_10550	12
DOID_10551	1
DOID_10553	1
DOID_5728	8
DOID_5729	8
DOID_4139	1
DOID_4410	1
DOID_5720	1
DOID_5721	1
DOID_5723	9
DOID_5724	8
DOID_5725	8
DOID_5726	10
DOID_5727	9
DOID_754	9
DOID_757	1
DOID_10250	5
DOID_751	1
DOID_750	5
DOID_752	6
DOID_0060286	6
DOID_759	1
DOID_758	5
DOID_4132	1
DOID_0060288	9
DOID_13837	1
DOID_14275	7
DOID_14276	9
DOID_14271	9
DOID_14270	9
DOID_14273	1
DOID_7461	10
DOID_1456	7
DOID_14278	1
DOID_11978	1
DOID_11971	9
DOID_11970	1
DOID_11975	9
DOID_11977	1
DOID_11976	6
DOID_6026	1
DOID_6079	1
DOID_6078	1
DOID_13585	9
DOID_13582	1
DOID_13583	1
DOID_13580	8
DOID_13581	1
DOID_6071	1
DOID_6072	1
DOID_6077	1
DOID_13589	7
DOID_8929	7
DOID_8928	1
DOID_8925	8
DOID_8924	9
DOID_8927	6
DOID_0110376	11
DOID_8921	1
DOID_8920	7
DOID_0110373	11
DOID_8922	1
DOID_1869	7
DOID_7479	10
DOID_1863	9
DOID_1862	9
DOID_7474	7
DOID_7475	6
DOID_7472	1
DOID_7473	1
DOID_7470	1
DOID_7471	1
DOID_4921	8
DOID_1732	1
DOID_1731	7
DOID_4922	9
DOID_4925	1
DOID_4924	1
DOID_4927	11
DOID_1734	1
DOID_4929	8
DOID_4928	10
DOID_13720	1
DOID_13721	1
DOID_0080001	6
DOID_13724	7
DOID_13725	7
DOID_3591	1
DOID_3590	9
DOID_3593	9
DOID_3261	8
DOID_3597	1
DOID_3596	10
DOID_3598	1
DOID_0110159	10
DOID_2180	1
DOID_2187	9
DOID_0110518	9
DOID_0110151	10
DOID_0110150	10
DOID_0110153	10
DOID_0110152	10
DOID_0110155	10
DOID_0110154	10
DOID_0110157	10
DOID_0110156	10
DOID_0080000	5
DOID_0111066	8
DOID_4968	7
DOID_0110049	9
DOID_0050021	1
DOID_0110047	9
DOID_0110510	9
DOID_0110045	9
DOID_0110044	9
DOID_7293	12
DOID_7296	1
DOID_7297	11
DOID_7295	1
DOID_0110041	9
DOID_9528	1
DOID_9524	1
DOID_0050029	1
DOID_9522	1
DOID_9523	1
DOID_9521	7
DOID_8528	1
DOID_0050648	9
DOID_0050649	6
DOID_8219	1
DOID_0050642	7
DOID_0050643	6
DOID_0050640	10
DOID_0050641	8
DOID_0050646	7
DOID_0050647	9
DOID_8211	8
DOID_0050359	1
DOID_0050354	7
DOID_9296	5
DOID_4603	6
DOID_9291	1
DOID_0080035	1
DOID_8523	1
DOID_12721	9
DOID_12092	1
DOID_12723	1
DOID_12090	1
DOID_12097	1
DOID_12096	6
DOID_12727	1
DOID_4256	1
DOID_5290	1
DOID_12728	1
DOID_12099	1
DOID_6379	9
DOID_5294	1
DOID_5295	5
DOID_5296	9
DOID_8524	1
DOID_14778	7
DOID_0080032	9
DOID_4609	1
DOID_0050601	7
DOID_0080189	6
DOID_0080204	6
DOID_0050930	10
DOID_0060072	4
DOID_0060073	6
DOID_0060070	1
DOID_0060071	4
DOID_0060076	7
DOID_0060077	7
DOID_0060074	7
DOID_0060075	7
DOID_14353	7
DOID_0060078	7
DOID_6371	1
DOID_0080009	1
DOID_12547	1
DOID_12546	9
DOID_12541	1
DOID_12543	1
DOID_12542	1
DOID_0050931	10
DOID_12549	5
DOID_14228	7
DOID_14229	1
DOID_4258	9
DOID_0060388	5
DOID_0060389	6
DOID_7427	6
DOID_0050932	11
DOID_0060380	5
DOID_0060381	5
DOID_0060382	5
DOID_0060383	10
DOID_0060384	10
DOID_0060385	10
DOID_0060386	9
DOID_0060387	9
DOID_566	8
DOID_3916	1
DOID_1813	1
DOID_14221	8
DOID_14227	7
DOID_2749	8
DOID_2748	8
DOID_2743	7
DOID_2742	6
DOID_2741	5
DOID_2740	1
DOID_2747	7
DOID_2746	8
DOID_2745	5
DOID_2744	6
DOID_10769	1
DOID_1298	1
DOID_1299	1
DOID_1294	9
DOID_1295	1
DOID_10760	1
DOID_1290	1
DOID_1292	1
DOID_10764	1
DOID_12899	7
DOID_12898	1
DOID_12897	7
DOID_3837	1
DOID_12895	10
DOID_12894	7
DOID_6714	1
DOID_6715	1
DOID_6716	1
DOID_11019	1
DOID_6246	1
DOID_6244	8
DOID_6245	7
DOID_6249	8
DOID_11014	8
DOID_2405	1
DOID_11770	1
DOID_2400	1
DOID_2401	9
DOID_2402	1
DOID_2403	1
DOID_9781	1
DOID_2409	6
DOID_10499	10
DOID_11991	9
DOID_0090113	7
DOID_10494	1
DOID_10490	1
DOID_10493	7
DOID_0090115	5
DOID_5485	9
DOID_0080123	6
DOID_13891	9
DOID_5484	10
DOID_0050289	7
DOID_5488	9
DOID_324	1
DOID_325	1
DOID_326	6
DOID_327	7
DOID_320	7
DOID_321	5
DOID_322	7
DOID_323	1
DOID_7047	9
DOID_7046	11
DOID_7045	9
DOID_7596	8
DOID_7043	1
DOID_7590	1
DOID_7041	12
DOID_7040	10
DOID_10947	1
DOID_10944	6
DOID_7599	9
DOID_7598	11
DOID_7049	9
DOID_7048	11
DOID_5908	9
DOID_0050875	1
DOID_13278	1
DOID_0060869	10
DOID_1040	10
DOID_5575	1
DOID_13910	11
DOID_13913	6
DOID_13264	1
DOID_5571	1
DOID_13262	1
DOID_5573	1
DOID_5572	4
DOID_13919	10
DOID_13918	5
DOID_5579	8
DOID_5578	1
DOID_13269	7
DOID_13268	5
DOID_0110520	9
DOID_0110521	9
DOID_0110522	9
DOID_0110523	9
DOID_0110524	9
DOID_0110525	9
DOID_0110526	9
DOID_4966	1
DOID_0110528	9
DOID_0110529	9
DOID_0080208	8
DOID_0050877	6
DOID_9036	9
DOID_0060811	9
DOID_0080124	6
DOID_0050871	6
DOID_0050312	1
DOID_819	6
DOID_817	7
DOID_812	1
DOID_813	9
DOID_810	1
DOID_811	6
DOID_8029	8
DOID_0050079	1
DOID_0050078	1
DOID_0050075	1
DOID_0050074	1
DOID_8022	9
DOID_8023	11
DOID_8024	1
DOID_8025	11
DOID_0050073	8
DOID_0050072	7
DOID_9889	1
DOID_9888	12
DOID_9881	1
DOID_9880	8
DOID_9883	9
DOID_9884	8
DOID_9887	1
DOID_4028	9
DOID_1509	5
DOID_4024	8
DOID_4025	7
DOID_4026	1
DOID_1507	1
DOID_4020	1
DOID_4022	6
DOID_4023	11
DOID_6871	10
DOID_6870	1
DOID_6873	7
DOID_6872	9
DOID_6874	1
DOID_6876	1
DOID_6879	1
DOID_0050259	6
DOID_0050258	1
DOID_5991	1
DOID_5990	8
DOID_5997	9
DOID_5996	7
DOID_0050251	6
DOID_0080170	8
DOID_0050253	6
DOID_0050252	1
DOID_0050255	1
DOID_0050254	6
DOID_0050257	1
DOID_0080176	8
DOID_2974	1
DOID_0110947	8
DOID_9083	1
DOID_9082	1
DOID_0110942	10
DOID_0110943	10
DOID_2972	8
DOID_0110941	10
DOID_9089	1
DOID_9088	7
DOID_2978	5
DOID_2979	1
DOID_0110948	8
DOID_0110949	8
DOID_5900	9
DOID_3627	8
DOID_12392	1
DOID_12395	10
DOID_12396	1
DOID_12397	9
DOID_12399	5
DOID_0060717	7
DOID_0060716	7
DOID_0060247	11
DOID_0060714	7
DOID_0060713	7
DOID_0060712	7
DOID_0060243	9
DOID_0060710	7
DOID_0060249	8
DOID_0060248	6
DOID_0060719	7
DOID_0060718	7
DOID_0070073	9
DOID_0070072	9
DOID_0070071	9
DOID_0070070	9
DOID_0070077	7
DOID_0070076	9
DOID_0070075	9
DOID_0070074	9
DOID_0070079	7
DOID_0070078	7
DOID_5379	10
DOID_5378	10
DOID_5377	1
DOID_5376	8
DOID_5375	8
DOID_5374	9
DOID_5373	9
DOID_5372	1
DOID_5370	8
DOID_6713	7
DOID_8216	9
DOID_7567	10
DOID_12978	7
DOID_12976	1
DOID_12977	1
DOID_12971	9
DOID_12972	8
DOID_12973	1
DOID_7836	1
DOID_11376	1
DOID_7834	1
DOID_11374	8
DOID_1168	6
DOID_11372	7
DOID_11371	7
DOID_11379	6
DOID_7839	9
DOID_10024	8
DOID_10537	1
DOID_10534	7
DOID_10027	9
DOID_10532	1
DOID_10533	8
DOID_10022	10
DOID_10023	1
DOID_10538	8
DOID_10539	1
DOID_8626	1
DOID_0050380	1
DOID_5748	8
DOID_5749	7
DOID_5746	8
DOID_5747	11
DOID_5744	7
DOID_5745	1
DOID_5742	9
DOID_5743	9
DOID_5740	9
DOID_5741	8
DOID_8625	1
DOID_2286	7
DOID_0080041	9
DOID_2832	7
DOID_13650	1
DOID_8620	1
DOID_8621	1
DOID_0080040	4
DOID_9122	1
DOID_13651	9
DOID_9123	6
DOID_11953	1
DOID_11952	1
DOID_11951	1
DOID_11950	1
DOID_11957	1
DOID_11956	1
DOID_11955	1
DOID_11954	1
DOID_11959	1
DOID_13656	7
DOID_1088	6
DOID_14078	1
DOID_4561	9
DOID_14072	1
DOID_14071	1
DOID_14070	9
DOID_1085	5
DOID_14076	1
DOID_14075	9
DOID_1086	1
DOID_0080042	9
DOID_0050384	1
DOID_6501	11
DOID_14125	9
DOID_3022	1
DOID_6505	10
DOID_3024	10
DOID_3027	1
DOID_3026	1
DOID_3029	12
DOID_3028	1
DOID_6055	1
DOID_6054	9
DOID_6053	7
DOID_6052	9
DOID_6051	1
DOID_6050	5
DOID_2211	7
DOID_4990	8
DOID_8901	1
DOID_0110318	9
DOID_2215	7
DOID_8906	1
DOID_8905	1
DOID_2216	7
DOID_0110313	9
DOID_2218	7
DOID_0110311	9
DOID_8908	1
DOID_0110317	9
DOID_0110316	9
DOID_0110315	9
DOID_0110314	9
DOID_7455	6
DOID_1883	5
DOID_1741	1
DOID_1885	1
DOID_1884	8
DOID_1886	1
DOID_14256	9
DOID_7458	1
DOID_7459	10
DOID_14251	9
DOID_14250	5
DOID_4907	7
DOID_4906	8
DOID_4905	7
DOID_4904	1
DOID_4903	7
DOID_4902	9
DOID_4901	8
DOID_4900	1
DOID_13655	9
DOID_13707	1
DOID_13702	1
DOID_13703	1
DOID_13021	1
DOID_0050732	8
DOID_5309	9
DOID_7643	9
DOID_0050098	1
DOID_13024	1
DOID_2174	7
DOID_0080046	7
DOID_2175	1
DOID_12764	1
DOID_2176	8
DOID_0111044	7
DOID_9505	6
DOID_0111046	7
DOID_9507	9
DOID_0111040	9
DOID_0111041	9
DOID_0111042	9
DOID_9503	8
DOID_0111048	7
DOID_0111049	7
DOID_0080169	8
DOID_13384	1
DOID_2177	1
DOID_0050620	9
DOID_0050621	6
DOID_0050622	6
DOID_8276	1
DOID_0050624	6
DOID_0050625	8
DOID_0050626	7
DOID_0050627	1
DOID_0050628	5
DOID_0050629	7
DOID_6458	11
DOID_0050945	9
DOID_0050944	9
DOID_0050763	4
DOID_0090134	8
DOID_0090135	8
DOID_0090136	8
DOID_0050762	6
DOID_0090130	7
DOID_0090131	7
DOID_0090132	8
DOID_0090133	8
DOID_0050765	7
DOID_0090138	8
DOID_0090139	5
DOID_0050940	11
DOID_0110201	10
DOID_11587	1
DOID_0050943	9
DOID_0110200	10
DOID_0060242	11
DOID_0050942	9
DOID_2565	11
DOID_0050769	4
DOID_0110103	8
DOID_0110205	10
DOID_2562	10
DOID_0060018	8
DOID_0060019	8
DOID_0110101	8
DOID_2786	7
DOID_0060010	8
DOID_0060011	8
DOID_0060012	8
DOID_0060013	8
DOID_0060014	8
DOID_0060015	8
DOID_0060016	8
DOID_0050948	9
DOID_0060699	8
DOID_1520	10
DOID_9714	6
DOID_9965	7
DOID_0060692	7
DOID_0060693	6
DOID_5613	1
DOID_0080025	1
DOID_1252	6
DOID_0110883	7
DOID_1318	1
DOID_0110881	6
DOID_0110880	6
DOID_0110887	7
DOID_0110886	7
DOID_0110885	7
DOID_10393	9
DOID_1311	1
DOID_0060696	6
DOID_1313	1
DOID_1312	9
DOID_1995	7
DOID_4375	1
DOID_0050541	9
DOID_12708	1
DOID_1256	1
DOID_0050236	1
DOID_12703	1
DOID_12702	1
DOID_0080024	1
DOID_4377	8
DOID_12707	7
DOID_0050235	1
DOID_12705	9
DOID_14692	6
DOID_8377	1
DOID_1991	1
DOID_4194	6
DOID_1990	1
DOID_0050544	6
DOID_0080111	7
DOID_7017	8
DOID_0080023	10
DOID_0050546	6
DOID_1272	7
DOID_1273	5
DOID_1270	7
DOID_1271	6
DOID_4356	1
DOID_10708	1
DOID_1275	1
DOID_1278	9
DOID_4359	7
DOID_3810	1
DOID_3812	1
DOID_3813	9
DOID_3814	7
DOID_1999	12
DOID_3816	9
DOID_12568	7
DOID_3818	9
DOID_3819	9
DOID_12565	1
DOID_12562	1
DOID_11038	5
DOID_11034	10
DOID_0080133	6
DOID_11036	8
DOID_11037	5
DOID_11030	9
DOID_11031	10
DOID_11032	10
DOID_11033	10
DOID_26	5
DOID_4689	1
DOID_7011	1
DOID_6678	4
DOID_0060902	6
DOID_4681	11
DOID_0060900	10
DOID_4683	8
DOID_4684	1
DOID_4685	11
DOID_28	4
DOID_4687	8
DOID_12581	7
DOID_3426	8
DOID_12580	6
DOID_6901	10
DOID_10795	1
DOID_3420	1
DOID_0080020	10
DOID_3875	8
DOID_6554	9
DOID_3873	11
DOID_3281	9
DOID_3280	9
DOID_0060740	8
DOID_3283	9
DOID_0060741	8
DOID_13619	9
DOID_0060214	9
DOID_0060215	8
DOID_0060212	9
DOID_0060213	9
DOID_5085	1
DOID_303	4
DOID_652	1
DOID_653	5
DOID_306	1
DOID_0060210	9
DOID_5083	7
DOID_305	6
DOID_6262	7
DOID_6263	9
DOID_5088	7
DOID_7029	1
DOID_1529	6
DOID_7025	1
DOID_7024	11
DOID_7026	1
DOID_7020	1
DOID_7023	1
DOID_6553	10
DOID_0060506	9
DOID_9114	1
DOID_0080132	6
DOID_5559	7
DOID_5558	1
DOID_13933	1
DOID_5552	1
DOID_5551	10
DOID_5550	6
DOID_5557	7
DOID_5556	8
DOID_13934	9
DOID_6198	5
DOID_6199	8
DOID_6196	9
DOID_6197	9
DOID_6194	1
DOID_6195	9
DOID_6192	10
DOID_6193	7
DOID_6190	8
DOID_0080106	4
DOID_0050953	8
DOID_9112	1
DOID_7018	1
DOID_14363	1
DOID_7351	1
DOID_0080107	4
DOID_45	1
DOID_14105	1
DOID_7426	7
DOID_0060086	7
DOID_874	8
DOID_876	9
DOID_3259	11
DOID_870	6
DOID_0060085	5
DOID_872	1
DOID_873	10
DOID_3252	10
DOID_3253	11
DOID_3250	10
DOID_3251	11
DOID_3256	1
DOID_3257	1
DOID_3254	10
DOID_3255	11
DOID_0050019	1
DOID_0050018	1
DOID_0110058	10
DOID_0110059	10
DOID_0110508	9
DOID_0110509	9
DOID_0050013	5
DOID_2023	1
DOID_0110504	9
DOID_0110505	9
DOID_0110050	9
DOID_2027	1
DOID_0050015	1
DOID_2025	10
DOID_9310	7
DOID_9312	10
DOID_9314	1
DOID_9317	6
DOID_0080102	9
DOID_0110792	8
DOID_7001	1
DOID_6857	10
DOID_6856	8
DOID_6854	9
DOID_6852	1
DOID_6851	1
DOID_6850	1
DOID_0080103	9
DOID_0050954	9
DOID_6858	9
DOID_0080197	10
DOID_0080196	7
DOID_0080195	7
DOID_0080194	4
DOID_0080193	8
DOID_0080192	8
DOID_0080191	4
DOID_0080190	7
DOID_0080199	10
DOID_0080198	8
DOID_0110214	6
DOID_3649	6
DOID_3648	1
DOID_3644	12
DOID_3646	6
DOID_3641	9
DOID_3640	9
DOID_3643	11
DOID_3642	6
DOID_4919	8
DOID_7429	10
DOID_13566	7
DOID_0070059	9
DOID_0060222	7
DOID_0060221	4
DOID_0060220	7
DOID_0060227	4
DOID_0060226	9
DOID_0060225	4
DOID_0060224	7
DOID_0070051	9
DOID_0070050	9
DOID_0070053	9
DOID_0070052	9
DOID_0070055	9
DOID_0070054	9
DOID_0070057	9
DOID_0070056	9
DOID_2108	1
DOID_0060152	8
DOID_5315	1
DOID_5314	1
DOID_5317	1
DOID_5316	1
DOID_5311	1
DOID_5310	9
DOID_5313	10
DOID_5312	1
DOID_5318	1
DOID_0050857	7
DOID_0060159	6
DOID_13560	8
DOID_0060158	4
DOID_13389	10
DOID_7358	1
DOID_4047	9
DOID_13561	9
DOID_12912	1
DOID_1564	4
DOID_12910	1
DOID_12918	7
DOID_12919	7
DOID_7818	12
DOID_7819	12
DOID_7814	1
DOID_7815	1
DOID_7816	1
DOID_7817	8
DOID_7810	1
DOID_7812	1
DOID_13562	1
DOID_0060739	7
DOID_0060738	9
DOID_0060735	9
DOID_0060737	9
DOID_0060736	9
DOID_0060731	7
DOID_0060730	10
DOID_0060733	9
DOID_0060732	6
DOID_6470	1
DOID_4294	10
DOID_5764	9
DOID_5765	1
DOID_5766	9
DOID_5767	8
DOID_5760	8
DOID_5761	10
DOID_5762	1
DOID_5763	8
DOID_5768	10
DOID_5769	8
DOID_5926	12
DOID_0050853	8
DOID_13380	1
DOID_6606	11
DOID_0050852	7
DOID_3352	10
DOID_14777	10
DOID_5998	6
DOID_14162	1
DOID_5924	1
DOID_11934	6
DOID_0050851	8
DOID_0050117	3
DOID_11939	1
DOID_10518	9
DOID_10519	10
DOID_14019	7
DOID_14018	8
DOID_4549	9
DOID_4548	10
DOID_4547	10
DOID_4819	1
DOID_10044	8
DOID_10045	1
DOID_14011	1
DOID_4542	8
DOID_10516	9
DOID_4540	8
DOID_0050850	7
DOID_469	7
DOID_468	8
DOID_4881	1
DOID_2349	7
DOID_13544	10
DOID_8	1
DOID_7	3
DOID_462	1
DOID_5	1
DOID_0050111	1
DOID_3	1
DOID_2	1
DOID_1	1
DOID_3007	8
DOID_6034	8
DOID_6525	12
DOID_6524	12
DOID_6523	11
DOID_6522	10
DOID_3001	8
DOID_6032	10
DOID_10869	12
DOID_6039	9
DOID_0111158	7
DOID_3009	8
DOID_3008	9
DOID_2237	7
DOID_0110330	10
DOID_0110333	10
DOID_0110332	10
DOID_0110335	10
DOID_2232	1
DOID_0110337	10
DOID_0110336	10
DOID_0110339	10
DOID_0110338	10
DOID_744	1
DOID_2910	1
DOID_2239	8
DOID_2238	1
DOID_5248	1
DOID_2916	6
DOID_2340	10
DOID_2917	7
DOID_13094	9
DOID_13095	4
DOID_13096	7
DOID_13097	8
DOID_13762	1
DOID_13763	1
DOID_13760	7
DOID_9028	1
DOID_13098	9
DOID_13099	10
DOID_13768	6
DOID_13385	1
DOID_9983	1
DOID_0110199	10
DOID_0110198	10
DOID_0110195	10
DOID_9984	1
DOID_0110197	10
DOID_0110196	10
DOID_0110191	10
DOID_2918	1
DOID_0110193	10
DOID_0110192	10
DOID_6679	1
DOID_4551	8
DOID_0110928	10
DOID_9455	6
DOID_4552	7
DOID_8451	1
DOID_4553	9
DOID_2597	8
DOID_9989	1
DOID_14024	1
DOID_8101	1
DOID_4555	12
DOID_9459	10
DOID_4556	8
DOID_8455	7
DOID_6209	9
DOID_8106	9
DOID_8785	1
DOID_8784	1
DOID_8787	9
DOID_8781	5
DOID_8780	1
DOID_10054	8
DOID_8104	10
DOID_8789	1
DOID_0111062	8
DOID_0111063	8
DOID_0111060	7
DOID_0111061	8
DOID_4969	5
DOID_0111067	8
DOID_0111064	9
DOID_0111065	9
DOID_4964	6
DOID_0111068	8
DOID_0111069	8
DOID_4961	5
DOID_4960	6
DOID_4963	1
DOID_4962	8
DOID_8529	7
DOID_13059	1
DOID_8259	9
DOID_0050358	1
DOID_0080039	9
DOID_0050608	10
DOID_0050609	1
DOID_8521	1
DOID_0050607	1
DOID_8251	11
DOID_8522	1
DOID_0050602	7
DOID_0050603	9
DOID_8255	8
DOID_0080033	9
DOID_14544	9
DOID_7552	1
DOID_7555	1
DOID_7006	1
DOID_1540	7
DOID_13557	1
DOID_9788	9
DOID_9786	7
DOID_9787	1
DOID_9784	6
DOID_9785	1
DOID_9782	1
DOID_9783	1
DOID_9780	1
DOID_13121	6
DOID_0090112	7
DOID_3010	7
DOID_0090110	6
DOID_0090111	7
DOID_0090116	8
DOID_0090117	7
DOID_0090114	10
DOID_13558	1
DOID_0090118	9
DOID_0090119	7
DOID_7009	1
DOID_0060558	4
DOID_7008	8
DOID_14356	1
DOID_3015	1
DOID_6536	8
DOID_1925	4
DOID_0060036	7
DOID_0060037	4
DOID_0060034	1
DOID_0060035	1
DOID_0060032	5
DOID_0060033	8
DOID_0060030	7
DOID_0060031	7
DOID_0060551	6
DOID_0060038	5
DOID_0060039	7
DOID_6476	10
DOID_6021	9
DOID_2833	8
DOID_9129	1
DOID_2835	8
DOID_2834	7
DOID_2839	8
DOID_2838	8
DOID_9120	5
DOID_9121	1
DOID_9126	1
DOID_9127	1
DOID_9124	1
DOID_9125	9
DOID_8855	1
DOID_0050900	12
DOID_1339	8
